id,question,answer
81ByExBLHhL,What color is the fairy's dress?,Purple
81ByExBLHhL,Are there flowers depicted?,Yes
81ByExBLHhL,What type of product cover is this?,Album
81ByExBLHhL,How many distinct windows are visible on the house?,Four
81ByExBLHhL,What specific type of tall flower is shown prominently?,Iris
81ByExBLHhL,What color are the fairy's wings?,Blue
81ByExBLHhL,What color is the front door of the house?,Blue
81ByExBLHhL,What is the implied theme of the cover?,Home
71qaKyETzSL,What type of phone accessory is pictured?,Case
71qaKyETzSL,Are there multiple colors in the design?,Yes
71qaKyETzSL,Does the case have a cutout for a camera lens?,Yes
71qaKyETzSL,Is the main background color solid blue?,No
71qaKyETzSL,What part of the phone does this case cover?,Back
71qaKyETzSL,"Based on the cutouts, is this case definitely for an Apple iPhone?",No
71qaKyETzSL,"According to the provided text, is ""Oppo"" listed as a potential compatible brand?",Yes
71qaKyETzSL,What manufacturing method is mentioned in the text?,3D
71qaKyETzSL,Does the abstract pattern consist only of geometric shapes like squares or circles?,No
71qaKyETzSL,"Considering the text includes ""Others"" besides specific brands, can it be assumed this case *only* fits Oppo phones?",No
91THurZ+hLL,What color is the bag?,Beige
91THurZ+hLL,How many wheels are visible?,Two
91THurZ+hLL,What word starts the brand name?,Amazon
91THurZ+hLL,What is the main item pictured?,Cart
91THurZ+hLL,What material is the bag made of?,Fabric
91THurZ+hLL,Is the handle padded?,Yes
91THurZ+hLL,What material is the frame?,Metal
91THurZ+hLL,What is a likely use?,Shopping
91THurZ+hLL,What shape is the opening?,Oval
91THurZ+hLL,Is it likely foldable?,Yes
81v3ThqIrTL,What type of footwear is shown in the image?,Sandal
81v3ThqIrTL,What is the primary color of the sandal?,Grey
81v3ThqIrTL,Is the toe of the sandal covered or open?,Open
81v3ThqIrTL,Does the sandal have a heel?,Yes
81v3ThqIrTL,What material is listed for the sandal?,Leather
81v3ThqIrTL,What is the likely closure type on the back of the sandal?,Zipper
81v3ThqIrTL,What type of heel does this sandal appear to have?,Block
81v3ThqIrTL,Are the thin upper straps smooth or textured?,Textured
81v3ThqIrTL,"Based on the description, which season might this sandal be suitable for?",Fall
81v3ThqIrTL,What brand name is associated with the item?,Fix
61Q+o5SHoPL,What is the main object shown in the image?,case
61Q+o5SHoPL,What kind of electronic equipment is depicted on the case design?,mixer
61Q+o5SHoPL,How many large circular jog wheels are visible on the mixer design?,Two
61Q+o5SHoPL,What brand name is printed on the represented audio equipment?,Numark
61Q+o5SHoPL,Does the phone case appear to be flexible or rigid?,Flexible
61Q+o5SHoPL,Does this case cover the front screen of the phone?,No
61Q+o5SHoPL,What shape is the cutout for the camera module?,Rectangle
61Q+o5SHoPL,Are there any faders visible on the depicted mixer?,Yes
61Q+o5SHoPL,What color are the illuminated level meters on the mixer?,Red
61Q+o5SHoPL,"Is this likely a ""back cover"" based on the image?",Yes
81w1hUtlFtL,What object is pictured?,Case
81w1hUtlFtL,What color is the right side?,Black
81w1hUtlFtL,Is this a phone cover?,Yes
81w1hUtlFtL,Does the left side have a design?,Yes
81w1hUtlFtL,Is the right side textured?,Yes
81w1hUtlFtL,Does the design on the left cover the full width?,No
81w1hUtlFtL,Are the lines in the left pattern straight or curved?,Curved
81w1hUtlFtL,Is the camera cutout horizontal or vertical?,Vertical
81w1hUtlFtL,Does the case show any visible buttons?,No
81w1hUtlFtL,Is there a logo visible on the case?,No
61FOdrXg3FL,What color is the circular base of the light fixture?,White
61FOdrXg3FL,What shape does the light cover appear to be?,Dome
61FOdrXg3FL,Is this fixture likely designed for illumination?,Yes
61FOdrXg3FL,Does this light fixture look new or old?,New
61FOdrXg3FL,Is the light source visible through the cover?,No
61FOdrXg3FL,"Based on the item description, what color temperature is the light?",Cool
61FOdrXg3FL,"According to the metadata, what type of light source is likely used?",LED
61FOdrXg3FL,"Based on metadata, does the image confirm the presence of a motion detector?",No
61FOdrXg3FL,What common material is the light diffuser likely made of?,Plastic
61FOdrXg3FL,"Based on metadata, what brand name is associated with this product?",AmazonBasics
71+uZ2gw9pL,What product is shown?,Case
71+uZ2gw9pL,What type of art is on the case?,Graffiti
71+uZ2gw9pL,Is the design colorful?,Yes
71+uZ2gw9pL,Does it cover the back?,Yes
71+uZ2gw9pL,What bright color is visible?,Orange
71+uZ2gw9pL,Does the artwork look sprayed?,Yes
71+uZ2gw9pL,Is there a clear letter?,No
71+uZ2gw9pL,Is the pattern abstract?,Yes
71+uZ2gw9pL,Is it for a cell?,Yes
71+uZ2gw9pL,Is the style urban?,Yes
61OnkGVhMWL,What brand logo is displayed?,AmazonBasics
61OnkGVhMWL,What is the color of the text?,Black
61OnkGVhMWL,"Is there a line under the word ""amazon""?",Yes
61OnkGVhMWL,What letters are visible in the logo?,amazonbasics
61OnkGVhMWL,How many words are in the brand name?,One
61OnkGVhMWL,"What shape does the line under ""amazon"" resemble?",Smile
61OnkGVhMWL,Are there any uppercase letters in the logo?,No
61OnkGVhMWL,What is the background color?,White
61OnkGVhMWL,"How many letters are in the first part of the name, ""amazon""?",Six
61OnkGVhMWL,What kind of line is under the text?,Curved
81SI5gnbkeL,What is the main type of item shown?,Bedding
81SI5gnbkeL,What is the background color on the floral side?,White
81SI5gnbkeL,Is there a pattern of flowers?,Yes
81SI5gnbkeL,What color are some of the flowers?,Pink
81SI5gnbkeL,Are there dots on the reverse side?,Yes
81SI5gnbkeL,What color are the flower centers?,Dark
81SI5gnbkeL,Are there multiple colors used for the flower petals?,Yes
81SI5gnbkeL,Does the image suggest the item belongs in a home?,Yes
81SI5gnbkeL,Does the item appear to be thick?,Yes
81SI5gnbkeL,Is the item currently flat?,No
81r+Eujqv8L,What kind of footwear is in the picture?,Shoe
81r+Eujqv8L,What color is the largest part of the shoe?,Navy
81r+Eujqv8L,Does the shoe have laces?,Yes
81r+Eujqv8L,Is this a low-top shoe?,Yes
81r+Eujqv8L,What bright color is on the back heel?,Orange
81r+Eujqv8L,Are the laces the same color as the main body of the shoe?,No
81r+Eujqv8L,What material seems to be used on the toe cap?,Suede
81r+Eujqv8L,Does this shoe appear to be a trainer?,Yes
81r+Eujqv8L,Are blue jeans visible in the image?,No
81r+Eujqv8L,Is a red wagon visible in the image?,No
71GS+X3+f6L,What kind of object is shown in the image?,Case
71GS+X3+f6L,What is the dominant pattern on the case?,Scales
71GS+X3+f6L,What color is primarily visible at the top of the case?,Orange
71GS+X3+f6L,What color is primarily visible at the bottom of the case?,Blue
71GS+X3+f6L,"According to the provided text, is the case multi-colored?",Yes
71GS+X3+f6L,"According to the provided text, for which phone brand is this case intended?",Vivo
71GS+X3+f6L,"Based on the camera cutout, does the case appear to be for a single camera?",Yes
71GS+X3+f6L,Does the visual pattern resemble overlapping scales?,Yes
71GS+X3+f6L,Is any brand name visible on the case in the image?,No
71GS+X3+f6L,Does the case appear to have a sparkly or glittery finish?,Yes
61OnkGVhMWL,What text is visible?,amazonbasics
61OnkGVhMWL,What color is the text?,Black
61OnkGVhMWL,Is there a logo present?,Yes
61OnkGVhMWL,Is the background colored?,No
61OnkGVhMWL,What shape is under the first letter?,Swish
61OnkGVhMWL,Is the brand name written as one word?,Yes
61OnkGVhMWL,Are there any non-black colors?,No
61OnkGVhMWL,How many letters are in the first word?,Six
61OnkGVhMWL,Is the text uppercase?,No
61OnkGVhMWL,Does the image contain a symbol?,Yes
71hoGxLWOML,What object is shown in the image?,Case
71hoGxLWOML,What is the primary color of the phone case?,Black
71hoGxLWOML,Is there a picture drawn on the case?,Yes
71hoGxLWOML,What kind of figure is drawn on the case?,Monster
71hoGxLWOML,Does the drawn character have eyes?,Yes
71hoGxLWOML,"Based on the items provided, is this case intended for a Samsung phone?",No
71hoGxLWOML,Is the drawn character showing its teeth?,Yes
71hoGxLWOML,"Based on the image and items, which phone brand is most likely compatible with this case?",Motorola
71hoGxLWOML,Is the monster character sticking out its tongue?,Yes
71hoGxLWOML,Are multiple phone case related terms listed in the provided items?,Yes
71h-MLNi0JL,What is the main color of the phone case?,Black
71h-MLNi0JL,What type of item is shown?,Case
71h-MLNi0JL,Is there a teapot in the design?,Yes
71h-MLNi0JL,Are there cups on the case?,Yes
71h-MLNi0JL,Is the design black and white?,Yes
71h-MLNi0JL,How many patterned cups are directly stacked below the topmost object?,Three
71h-MLNi0JL,Describe the overall artistic style of the line art?,Patterned
71h-MLNi0JL,Is the design composed of solid shapes or lines?,Lines
71h-MLNi0JL,What shape are the flowers depicted as?,Simple
71h-MLNi0JL,Is the camera cutout circular or square?,Circular
71Bs9LUsECL,What product is shown?,Cleaner
71Bs9LUsECL,What brand is on the box?,SOIMO
71Bs9LUsECL,How many cleaners are outside the box?,Four
71Bs9LUsECL,Name one color of a tongue cleaner.,Blue
71Bs9LUsECL,What is the shape of the cleaner head?,Loop
71Bs9LUsECL,What material are they likely made from?,Plastic
71Bs9LUsECL,What is the second word of the product name on the box?,Cleaner
71Bs9LUsECL,Is this product for personal hygiene?,Yes
71Bs9LUsECL,Do the handles have texture?,Yes
71Bs9LUsECL,What color is the pattern on the box?,Purple
71rhO47Y3LL,What item is shown?,case
71rhO47Y3LL,Name one color seen.,blue
71rhO47Y3LL,Is there a camera opening?,yes
71rhO47Y3LL,Is the pattern abstract?,yes
71rhO47Y3LL,Is this a phone back?,yes
71rhO47Y3LL,What material does the pattern look like?,paint
71rhO47Y3LL,Does the design appear textured?,yes
71rhO47Y3LL,Which phone brand's cutout shape is shown?,iPhone
71rhO47Y3LL,Is the paint application thick?,yes
71rhO47Y3LL,"Based on the text, what printing method is possible?",3D
71CnD0caMEL,What kind of object is shown?,Case
71CnD0caMEL,Is the design colorful?,Yes
71CnD0caMEL,Is the pattern abstract?,Yes
71CnD0caMEL,Does the case have a camera cut-out?,Yes
71CnD0caMEL,Is the entire case a single color?,No
71CnD0caMEL,What texture does the surface appear to have?,Textured
71CnD0caMEL,Does the pattern resemble brushstrokes?,Yes
71CnD0caMEL,Are the colors vibrant or muted?,Vibrant
71CnD0caMEL,Is a brand logo visible on the case?,No
71CnD0caMEL,Does the pattern have symmetry?,No
71RNMzdpuYL,What is the main color of the shoe?,Blue
71RNMzdpuYL,What type of footwear is this?,Shoe
71RNMzdpuYL,Is the shoe blue?,Yes
71RNMzdpuYL,Could this be considered a running shoe?,Yes
71RNMzdpuYL,Does the list of tags mention 'Walking'?,Yes
71RNMzdpuYL,Are these shoes likely intended for men?,Yes
71RNMzdpuYL,Can these shoes be categorized as sports shoes?,Yes
71RNMzdpuYL,Is the shoe described as lightweight in the provided list?,Yes
71RNMzdpuYL,What brand name appears in the list of tags?,Solefit
71RNMzdpuYL,Are these shoes suitable for outdoor activities based on the tags?,Yes
71jAFPw67aL,What type of product is shown?,Case
71jAFPw67aL,What is the main object depicted on the case?,Brushes
71jAFPw67aL,What is the color of the container holding the brushes?,White
71jAFPw67aL,How many brushes are clearly visible?,Several
71jAFPw67aL,What is holding the makeup brushes?,Container
71jAFPw67aL,What brand is associated with this product according to the text?,Amazon
71jAFPw67aL,What is the pattern on the container holding the brushes?,Lace
71jAFPw67aL,What material is this phone case likely made of?,Plastic
71jAFPw67aL,For what phone brand is this case intended according to the text?,Samsung
71jAFPw67aL,What general category does this product belong to based on the text?,Mobile
713tZDZWjnL,What type of phone accessory is pictured?,Case
713tZDZWjnL,What pattern dominates the cover design?,Water
713tZDZWjnL,What color is prominent in the top section of the cover?,Red
713tZDZWjnL,Is this case described as flexible?,Yes
713tZDZWjnL,What specific material is listed for this case?,TPU
713tZDZWjnL,Which phone model is this case designed for?,Redmi
713tZDZWjnL,Which part of a phone does a back cover protect?,Back
713tZDZWjnL,"What category, besides protection, describes this case?",Fashion
713tZDZWjnL,What surface does the pattern show water drops on?,Glass
713tZDZWjnL,What brand is listed for this item?,Solimo
719hoe+OvIL,What color are the headphones?,Green
719hoe+OvIL,What type of audio device is shown?,Headphones
719hoe+OvIL,Are these headphones likely intended for adults or children?,Children
719hoe+OvIL,What color are the earpads?,White
719hoe+OvIL,"Based on the keywords, what activity are these headphones suitable for?",Music
719hoe+OvIL,What safety feature mentioned in the keywords is important for kids using these headphones?,Volume limiting
719hoe+OvIL,"Considering the keywords and the target user, what quality might the design emphasize?",Durable
719hoe+OvIL,"If connecting to a tablet as suggested by the keywords, what component is typically used?",Cable
719hoe+OvIL,What sensory organ are these headphones designed to interact with?,Ears
719hoe+OvIL,"What potential benefit does the keyword ""noise isolating"" offer the user?",Isolation
71WvbnBpRyL,What is the main item shown in the image?,Case
71WvbnBpRyL,What is the first word on the case?,BLACK
71WvbnBpRyL,How many distinct words are in the phrase on the case?,Three
71WvbnBpRyL,What company's logo is visible on the case?,Apple
71WvbnBpRyL,What is the base color of the phone case?,White
71WvbnBpRyL,What type of material are the letters on the case made from?,Wood
71WvbnBpRyL,"Based on the image, what is the texture of the case surface?",Matte
71WvbnBpRyL,How many camera lenses can the cutout accommodate?,One
71WvbnBpRyL,Is the phrase on the case an expression of empowerment?,Yes
71WvbnBpRyL,Do the letters resemble game tiles?,Yes
71k0eC7OMOL,What type of item is this?,Case
71k0eC7OMOL,What pattern is on the cover?,Stars
71k0eC7OMOL,What is the main color of the cover's background?,Black
71k0eC7OMOL,Is the case described as flexible?,Yes
71k0eC7OMOL,Is this case for a phone or a tablet?,Phone
71k0eC7OMOL,What specific phone model is this case designed for?,Coolpad
71k0eC7OMOL,What brand is associated with this case according to the metadata?,Solimo
71k0eC7OMOL,Does the case appear to have a lighter colored edge?,Yes
71k0eC7OMOL,Is the item identified as a back cover?,Yes
71k0eC7OMOL,Is the cover categorized as a designer case?,Yes
81nhR1Dl4DL,What object is displayed?,Cover
81nhR1Dl4DL,What shape is in the center?,Heart
81nhR1Dl4DL,What material type is it?,Hard
81nhR1Dl4DL,What finish is prominent on the surface?,Glitter
81nhR1Dl4DL,Does the design feature stripes?,Yes
81nhR1Dl4DL,What manufacturing method is listed?,Printed
81nhR1Dl4DL,What pattern borders the vertical edges?,Studded
81nhR1Dl4DL,How many cameras are indicated by the cutout?,Two
81nhR1Dl4DL,What primary brand is mentioned in the tags?,Amazon
81nhR1Dl4DL,What phone brand is suggested by the tags?,LG
71jmftaLbRL,What item is pictured?,Case
71jmftaLbRL,What is the person doing with their arms?,Raised
71jmftaLbRL,What time of day is depicted?,Sunset
71jmftaLbRL,What body of water is shown?,Ocean
71jmftaLbRL,Is the scene colorful?,Yes
71jmftaLbRL,What is the primary color in the lower sky?,Pink
